Version;Date_measurement;RWZI_AWZI_code;RWZI_AWZI_name;RNA_per_ml;RNA_flow_per_100000
1;2020-12-20;8025;Terwolde;;21296844119096
1;2020-12-20;9025;Tiel;;18168310172852
1;2020-12-20;4027;Tollebeek;;144439204808991
1;2020-12-20;1045;Veendam;;14643340867015
1;2020-12-18;8019;Bennekom;;247526092743481
1;2020-12-20;4025;Dalfsen;;23708763133092
1;2020-12-20;4005;Genemuiden;;51276696176616
1;2020-12-20;30025;Gennep;;43898164416673
1;2020-12-20;27005;Hapert;;35497599179242
1;2020-12-20;30015;Hoensbroek;;30039084108159
1;2020-12-20;30014;Kerkrade;;11746382555257
1;2020-12-19;14003;Leidsche Rijn;;16924797974433
1;2020-12-20;30003;Limmel;;35072527545391
1;2020-12-20;30018;Meijel;;8703359716881
1;2020-12-20;17040;Oostvoorne;;9483458936973
1;2020-12-20;30023;Panheel;;16020938184025
1;2020-12-20;30013;Rimburg;;21490746571626
1;2020-12-20;30024;Roermond;;14236640418433
1;2020-12-20;30011;Simpelveld;;13085593074518
1;2020-12-20;26005;Sleeuwijk;;49117606970670
1;2020-12-20;30021;Stein;;19046268072730
1;2020-12-20;30022;Susteren;;42148457473850
1;2020-12-18;10021;Veenendaal;;67036389078820
1;2020-12-20;30017;Venlo;;18555963043857
1;2020-12-20;30020;Venray;;31728690363694
1;2020-12-20;4017;Vollenhove;;15636691169599
1;2020-12-20;1040;Vriescheloo;;23961262837334
1;2020-12-20;25003;Waalwijk;;34026172538480
1;2020-12-19;20009;Waarde;;17323568852306
1;2020-12-18;21001;Walcheren;;10871729605535
1;2020-12-20;30005;Weert;;36434126628698
1;2020-12-18;18006;Westerschouwen;;4855118449000
1;2020-12-20;30019;Wijlre;;46703099523692
1;2020-12-19;20011;Willem Annapolder;;12730375417507
1;2020-12-19;10001;Zeist;;28609230374227
1;2020-12-20;17078;Zwijndrecht;;33383977760491
1;2020-12-18;4026;Zwolle;;12423168336833
1;2020-12-20;13004;Heemstede;;14388742354289
1;2020-12-19;32002;Tilburg;;23099475815183
1;2020-12-18;25023;Dongemond;;21118636603798
1;2020-12-06;4024;Hardenberg;;123915643291166
1;2020-12-16;7006;Wehl;;185918021119265
1;2020-12-17;8016;Heerde;;5650821740133
1;2020-12-17;2020;Ameland;;23102459933250
1;2020-12-18;5019;Almelo-Vissedijk;;13996954060776
1;2020-12-18;5012;Oldenzaal;;15290958984198
1;2020-12-18;5022;Rijssen;;25022569654712
1;2020-12-20;8016;Heerde;;13674705858084
1;2020-12-20;5019;Almelo-Vissedijk;;18216347935068
1;2020-12-20;5011;Denekamp;;26294111780569
1;2020-12-18;5002;Enschede;;21175662630142
1;2020-12-20;5003;Glanerbrug;;16814713748139
1;2020-12-20;5016;Goor;;12942040482289
1;2020-12-18;5017;Hengelo;;30278391657936
1;2020-12-20;5015;Losser;;38475268790664
1;2020-12-20;5012;Oldenzaal;;32453627730376
1;2020-12-20;5018;Ootmarsum;;20230881811229
1;2020-12-20;5005;Tubbergen;;7594053681506
1;2020-12-21;10020;Woudenberg;;35170358310623
1;2020-12-21;7002;Aalten;;33525822413609
1;2020-12-21;2020;Ameland;;42394858348158
1;2020-12-21;11014;Amsterdam West;;36832015166819
1;2020-12-21;3001;Beilen;;18690983545868
1;2020-12-21;8019;Bennekom;;33041395724402
1;2020-12-21;11008;Blaricum;;163490838304892
1;2020-12-21;12019;Stolpen;;44580454577512
1;2020-12-21;7018;Dinxperlo;;26888569799541
1;2020-12-21;2028;Dokkum;;35948479912690
1;2020-12-21;2012;Drachten;;13621644014173
1;2020-12-21;3033;Echten;;36164913011055
1;2020-12-21;8021;Ede;;70279037252379
1;2020-12-21;5002;Enschede;;89818638789774
1;2020-12-21;7022;Etten;;113267292799316
1;2020-12-21;7023;Haarlo;;75422569967728
1;2020-12-21;15008;Harnaschpolder;;83178371910602
1;2020-12-21;2031;Heerenveen;;45525834497445
1;2020-12-21;5017;Hengelo;;90467749188685
1;2020-12-21;11004;Hilversum;;17781866757397
1;2020-12-21;4022;Holten;;58773507810454
1;2020-12-21;11013;Horstermeer;;80670012947635
1;2020-12-21;15005;Houtrust;;40788392636955
1;2020-12-21;10027;Amersfoort;;74413966955638
1;2020-12-21;2029;Birdaard;;35748836431332
1;2020-12-21;2013;Burgum;;23603313463778
1;2020-12-21;2021;Damwoude;;20144863102726
1;2020-12-21;1034;Feerwerd;;13530808893619
1;2020-12-21;33001;Foxhol;;20862332100600
1;2020-12-21;2038;Franeker;;32579534051743
1;2020-12-21;2015;Gorredijk;;33031258593448
1;2020-12-21;2036;Grouw;;52753821432957
1;2020-12-21;11012;Huizen;;61745416806441
1;2020-12-21;24001;Hulst;;16096636607813
1;2020-12-21;2022;Joure;;31465326050499
1;2020-12-21;2019;Kootstertille;;42960458828275
1;2020-12-21;1029;Leek;;59175897455430
1;2020-12-21;2027;Lemmer;;45670305248140
1;2020-12-21;7015;Lichtenvoorde;;25524405558873
1;2020-12-21;1032;Marum;;32106924131262
1;2020-12-21;7021;Olburgen;;179105331020112
1;2020-12-21;4021;Raalte;;156090316224674
1;2020-12-21;8024;Renkum;;83163704506501
1;2020-12-21;7014;Ruurlo;;22065288502919
1;2020-12-21;1038;Scheve Klap;;110064427293493
1;2020-12-21;4020;Steenwijk;;52206912068701
1;2020-12-21;1010;Ter Apel;;86914907420330
1;2020-12-21;1024;Ulrum;;149782931140337
1;2020-12-21;12024;Ursem;;12140206025266
1;2020-12-21;7017;Varsseveld;;44464737458093
1;2020-12-21;5014;Vroomshoop;;89001656073573
1;2020-12-21;2037;Warns;;29130268614700
1;2020-12-21;7006;Wehl;;33872540327734
1;2020-12-21;31005;Westpoort;;58842647658106
1;2020-12-21;1030;Winsum;;21695108971655
1;2020-12-21;7016;Winterswijk;;154604800503308
1;2020-12-21;2030;Workum;;36922091821590
1;2020-12-21;7019;Zutphen;;71112413716069
1;2020-12-21;13049;Alphen Kerk En Zanen;;117320471969194
1;2020-12-21;13035;Alphen Noord;;54492921426827
1;2020-12-21;9013;Asperen;;74458169794320
1;2020-12-21;25021;Bath;;55266456221073
1;2020-12-21;9031;Beesd;;57315568362706
1;2020-12-21;13042;Bodegraven;;64434900809081
1;2020-12-21;27004;Boxtel;;127658554082260
1;2020-12-21;9019;Culemborg;;71528127058993
1;2020-12-21;17053;De Groote Zaag;;221898056275331
1;2020-12-21;27003;Eindhoven;;95786599288422
1;2020-12-21;9012;Geldermalsen;;292920017157622
1;2020-12-21;17048;Goedereede;;123648824816131
1;2020-12-21;17065;Groot-Ammers;;36475360071855
1;2020-12-21;17067;Haastrecht;;79485854730114
1;2020-12-21;17041;Hellevoetsluis;;21887577765138
1;2020-12-21;16009;Kortenoord;;79282828953876
1;2020-12-19;10028;Nieuwegein;;16428342856357
1;2020-12-16;3032;Dieverbrug;;13049239483525
1;2020-12-16;4005;Genemuiden;;15935365676216
1;2020-12-16;7014;Ruurlo;;19347895221086
1;2020-12-16;3027;Smilde;;5274134949587
1;2020-12-16;1032;Marum;;50955440936650
1;2020-12-20;6005;Almere;;28939084658016
1;2020-12-20;3010;Assen;;6533219812483
1;2020-12-20;25026;Baarle-Nassau;;26388764467663
1;2020-12-19;3001;Beilen;;6297540332008
1;2020-12-20;1046;Bellingwolde;;3259010659504
1;2020-12-18;17002;Bergambacht;;7850250788586
1;2020-12-20;8023;Brummen;;8623152243371
1;2020-12-19;3034;Coevorden;;2087910467140
1;2020-12-20;3032;Dieverbrug;;14191367012854
1;2020-12-20;28005;Dinther;;6798899773392
1;2020-12-20;6003;Dronten;;111494186068929
1;2020-12-18;8021;Ede;;62770160151585
1;2020-12-20;3030;Eelde;;4882374015879
1;2020-12-20;8009;Elburg;;21579544854673
1;2020-12-20;8017;Epe;;4177402012480
1;2020-12-20;3031;Gieten;;8761170288798
1;2020-12-20;8011;Harderwijk;;18505171187278
1;2020-12-20;8026;Hattem;;18588776675374
1;2020-12-20;17062;Heenvliet;;5409346712924
1;2020-12-18;8005;Nijkerk;;57297871044324
1;2020-12-20;3028;Sleen;;11668237514463
1;2020-12-20;6006;Zeewolde;;20981738745783
1;2020-12-21;3034;Coevorden;;49196478197571
1;2020-12-21;12023;Den Helder;;41512558180441
1;2020-12-21;4024;Hardenberg;;13614940134812
1;2020-12-20;5023;Nijverdal;;32377881046126
1;2020-12-20;5022;Rijssen;;48337311901043
1;2020-12-21;2023;Bolsward;;132742322235869
1;2020-12-21;4028;Dedemsvaart;;416136970402828
1;2020-12-21;1031;Gaarkeuken;;63390859129688
1;2020-12-21;2032;Harlingen;;23779039887363
1;2020-12-21;4023;Kampen;;41367310265571
1;2020-12-21;24002;Kloosterzande;;28336589727460
1;2020-12-21;7020;Nieuwgraaf;;84719300729520
1;2020-12-21;8005;Nijkerk;;52726076994347
1;2020-12-21;4016;Ommen;;15309162379519
1;2020-12-21;1028;Onderdendam;;18498277704270
1;2020-12-21;3028;Sleen;;58454574105498
1;2020-12-17;8022;Apeldoorn;;19048101963282
1;2020-12-21;9040;Haaften;;54133461686416
1;2020-12-21;19001;Sint Maartensdijk;;150174943968869
1;2020-12-21;2024;Sloten;;75736987440860
1;2020-12-21;2018;Sneek;;36989929673622
1;2020-12-21;19003;Tholen;;14945070897854
1;2020-12-21;1011;Uithuizermeeden;;18290940406160
1;2020-12-21;10021;Veenendaal;;95463926445802
1;2020-12-21;2016;Wolvega;;26449979463302
1;2020-12-21;17016;Alblasserdam;;95429659465347
1;2020-12-21;17079;Barendrecht;;25580425248268
1;2020-12-22;22013;Breskens;;24328030378270
1;2020-12-22;20010;Camperlandpolder;;25823863932523
1;2020-12-22;18009;De Verseput;;0
1;2020-12-21;17026;Hardinxveld-Giessendam;;80854427835001
1;2020-12-21;17070;Hoogvliet;;83287455072629
1;2020-12-21;16010;Kralingseveer;;130962705617421
1;2020-12-21;13033;Leiden Zuid-West;;4760070531233
1;2020-12-22;18007;Mastgat;;54962677313171
1;2020-12-21;17055;Middelharnis;;69673838080609
1;2020-12-21;17066;Numansdorp;;19280447291942
1;2020-12-22;22012;Oostburg;;12545780270136
1;2020-12-21;17045;Oud-Beijerland;;60301993140207
1;2020-12-21;17056;Oude Tonge;;99903360882728
1;2020-12-21;17013;Papendrecht;;109522128953041
1;2020-12-21;17054;Piershil;;27114838880142
1;2020-12-21;13048;Waddinxveen-Randenburg;;59385850598928
1;2020-12-22;22008;Retranchement;;42438921682139
1;2020-12-21;17011;Ridderkerk;;70816242817364
1;2020-12-21;17052;Sliedrecht;;111127493635981
1;2020-12-22;11005;Amstelveen;;13809099075580
1;2020-12-22;3010;Assen;;10462433167707
1;2020-12-22;1046;Bellingwolde;;10661645702914
1;2020-12-22;4025;Dalfsen;;25483795765909
1;2020-12-22;10034;Ronde Venen;;4680350944042
1;2020-12-22;12012;Everstekoog;;19103330508651
1;2020-12-22;4018;Heino;;10794284251036
1;2020-12-22;10037;Loenen;;38071238128797
1;2020-12-22;4006;Olst;;7662996409134
1;2020-12-22;1027;Oude Pekela;;19638027759936
1;2020-12-22;1039;Scheemda;;15161116333397
1;2020-12-21;17077;Spijkenisse;;7871281410595
1;2020-12-21;17043;Strijen;;19054061451303
1;2020-12-22;23002;Terneuzen;;49745713466957
1;2020-12-22;11006;Uithoorn;;31597737408633
1;2020-12-22;1045;Veendam;;23594358539244
1;2020-12-21;17029;Vianen;;832504755599
1;2020-12-22;4017;Vollenhove;;15793201384551
1;2020-12-22;1040;Vriescheloo;;16641080025653
1;2020-12-22;20009;Waarde;;24470628585537
1;2020-12-22;20011;Willem Annapolder;;13871888776739
1;2020-12-22;9017;Bergharen;;24086704676374
1;2020-12-22;10025;Bunnik;;10386553988584
1;2020-12-22;10012;De Meern;;33871812841999
1;2020-12-22;25028;Dinteloord;;21121382820094
1;2020-12-22;9026;Dodewaard;;44306813006561
1;2020-12-22;17061;Dokhaven;;47187139774120
1;2020-12-22;9039;Dreumel;;26834000049179
1;2020-12-22;10008;Driebergen;;97494120371346
1;2020-12-22;9027;Druten;;15289277195989
1;2020-12-22;9038;Gendt;;21383864937367
1;2020-12-22;13039;Gouda;;38949301731927
1;2020-12-22;9010;Groesbeek;;34136324119122
1;2020-12-22;25025;Halsteren;;38551907903159
1;2020-12-22;13041;Katwijk;;37539525176053
1;2020-12-22;14002;Woerden;;109240851430454
1;2020-12-22;25027;Lage Zwaluwe;;60503259100347
1;2020-12-22;13046;Leiden Noord;;50122815385103
1;2020-12-22;13030;Leimuiden;;48500363396156
1;2020-12-22;13034;Lisse;;37102087686839
1;2020-12-21;2011;Leeuwarden;;13199048207514
1;2020-12-21;2002;Oosterwolde;;5603183505335
1;2020-12-22;21001;Walcheren;;6801053706306
1;2020-12-22;18006;Westerschouwen;;4756626479769
1;2020-12-22;12025;Wieringermeer;;2924694266282
1;2020-12-21;2026;Terschelling;;27551250075835
1;2020-12-23;6005;Almere;;33570436130102
1;2020-12-23;2020;Ameland;;64512005722785
1;2020-12-23;10027;Amersfoort;;49629722009026
1;2020-12-23;17004;Ammerstol;;4370902540602
1;2020-12-23;8022;Apeldoorn;;17997097963796
1;2020-12-23;28002;Asten;;37071263984079
1;2020-12-23;8019;Bennekom;;18180636772721
1;2020-12-23;17002;Bergambacht;;89152855801937
1;2020-12-23;2029;Birdaard;;19114945417810
1;2020-12-23;2023;Bolsward;;27366247363632
1;2020-12-23;8023;Brummen;;57542706629537
1;2020-12-23;2013;Burgum;;56162763231525
1;2020-12-23;2021;Damwoude;;19168079367657
1;2020-12-23;2028;Dokkum;;12760602302298
1;2020-12-23;2012;Drachten;;13136690301358
1;2020-12-23;6003;Dronten;;26751295252207
1;2020-12-23;8021;Ede;;66275216001985
1;2020-12-23;8009;Elburg;;35694710558275
1;2020-12-23;5002;Enschede;;13626766805858
1;2020-12-23;8017;Epe;;11107096499401
1;2020-12-23;2038;Franeker;;32924697796629
1;2020-12-23;16011;Groenedijk;;27891914642047
1;2020-12-23;15007;De Groote Lucht;;27305281432524
1;2020-12-23;2032;Harlingen;;7397202309309
1;2020-12-23;2031;Heerenveen;;34485109859534
1;2020-12-23;10036;Houten;;11801541409184
1;2020-12-23;2022;Joure;;5789113211361
1;2020-12-23;4023;Kampen;;33651067288116
1;2020-12-23;29003;Land Van Cuijk;;28078591504462
1;2020-12-23;2011;Leeuwarden;;9093364739421
1;2020-12-23;3014;Meppel;;40883803651456
1;2020-12-23;10028;Nieuwegein;;28943796967227
1;2020-12-23;29002;Oijen;;22306823649433
1;2020-12-23;5025;Den Ham;;63670931991866
1;2020-12-23;30025;Gennep;;103813777464942
1;2020-12-23;5001;Haaksbergen;;160243843759697
1;2020-12-23;30003;Limmel;;62558364123682
1;2020-12-23;5015;Losser;;65672975472938
1;2020-12-23;30018;Meijel;;29862604554881
1;2020-12-23;5023;Nijverdal;;137794839494964
1;2020-12-23;30023;Panheel;;109687573340245
1;2020-12-23;25012;Putte;;84447987323487
1;2020-12-23;4021;Raalte;;62569409503711
1;2020-12-23;30013;Rimburg;;90097562342347
1;2020-12-23;30024;Roermond;;69415871227964
1;2020-12-23;30011;Simpelveld;;12335712090798
1;2020-12-23;2017;Sint Annaparochie;;34285926246387
1;2020-12-23;2018;Sneek;;18425252864467
1;2020-12-23;4020;Steenwijk;;44198807828164
1;2020-12-23;30021;Stein;;23244039711990
1;2020-12-23;30022;Susteren;;241518697058745
1;2020-12-23;1010;Ter Apel;;114705719359896
1;2020-12-23;1011;Uithuizermeeden;;32765008108615
1;2020-12-23;1024;Ulrum;;236172094294576
1;2020-12-23;10021;Veenendaal;;236922506432169
1;2020-12-23;13003;Velsen;;65253927012648
1;2020-12-23;28006;Vinkel;;72230687369826
1;2020-12-23;2040;Vlieland;;367016851634192
1;2020-12-23;5014;Vroomshoop;;456406823012057
1;2020-12-23;13010;Haarlem Waarderpolder;;78088021517694
1;2020-12-23;2037;Warns;;36140739123540
1;2020-12-23;30005;Weert;;157595350313602
1;2020-12-23;1041;Wehe Den Hoorn;;25549073635653
1;2020-12-23;12021;Wervershoof;;132434420844280
1;2020-12-23;30019;Wijlre;;18215040125134
1;2020-12-23;1030;Winsum;;54111058903671
1;2020-12-23;2016;Wolvega;;27271160131747
1;2020-12-23;2030;Workum;;78979447797619
1;2020-12-23;10020;Woudenberg;;357699622409186
1;2020-12-21;2041;Schiermonnikoog;;262110431320937
1;2020-12-21;2017;Sint Annaparochie;;63342464001549
1;2020-12-21;1008;Stadskanaal;;38652914527444
1;2020-12-21;1041;Wehe Den Hoorn;;20677979114828
1;2020-12-21;17063;Leerdam;;161063670589451
1;2020-12-23;9034;Eck En Wiel;;21224894525826
1;2020-12-23;17068;Berkenwoude;;31258609245214
1;2020-12-23;2002;Oosterwolde;;66948346208015
1;2020-12-23;4028;Dedemsvaart;;75214140337140
1;2020-12-23;4024;Hardenberg;;108938993619695
1;2020-12-23;10001;Zeist;;36161438432915
1;2020-12-23;3001;Beilen;;18118528658304
1;2020-12-23;30007;Bosscherveld;;19791707037522
1;2020-12-23;3034;Coevorden;;23839690942752
1;2020-12-23;1044;Delfzijl;;27124096468956
1;2020-12-23;4019;Deventer;;21588782770897
1;2020-12-23;3033;Echten;;25308121996654
1;2020-12-23;3030;Eelde;;10030512269240
1;2020-12-23;1034;Feerwerd;;12768939787687
1;2020-12-23;33001;Foxhol;;15068747693200
1;2020-12-23;1031;Gaarkeuken;;20046841669399
1;2020-12-23;1033;Garmerwolde;;5373265179044
1;2020-12-23;12013;Geestmerambacht;;28194069046064
1;2020-12-23;5016;Goor;;14718543966064
1;2020-12-23;2015;Gorredijk;;10430008137823
1;2020-12-23;2036;Grouw;;10565015502910
1;2020-12-23;8011;Harderwijk;;38959323148913
1;2020-12-23;8026;Hattem;;46597348443531
1;2020-12-23;8016;Heerde;;16809787912400
1;2020-12-23;30016;Heugem;;40837743803810
1;2020-12-23;30015;Hoensbroek;;13653393457117
1;2020-12-23;1026;Hoogezand;;55882101933370
1;2020-12-23;30014;Kerkrade;;16345144674910
1;2020-12-23;24002;Kloosterzande;;11164090846791
1;2020-12-23;2019;Kootstertille;;17365810894648
1;2020-12-23;1029;Leek;;9748591992138
1;2020-12-23;6004;Lelystad;;12637716470043
1;2020-12-23;2027;Lemmer;;34497437186469
1;2020-12-23;8005;Nijkerk;;41819958125500
1;2020-12-23;1028;Onderdendam;;36504362780473
1;2020-12-23;8024;Renkum;;31557898587591
1;2020-12-23;5022;Rijssen;;57874740540238
1;2020-12-23;1038;Scheve Klap;;125450957623370
1;2020-12-23;2041;Schiermonnikoog;;26738271085804
1;2020-12-23;2024;Sloten;;231158225277736
1;2020-12-23;10010;Soest;;24858192592900
1;2020-12-23;1008;Stadskanaal;;20017596018382
1;2020-12-23;2026;Terschelling;;30780962769072
1;2020-12-23;7002;Aalten;;67615401813042
1;2020-12-23;9016;Arnhem;;65548492694664
1;2020-12-23;22013;Breskens;;31019446908733
1;2020-12-23;10031;Breukelen;;94894354971562
1;2020-12-23;20010;Camperlandpolder;;77348901128965
1;2020-12-23;10003;De Bilt;;36450835420032
1;2020-12-23;18009;De Verseput;;0
1;2020-12-23;7018;Dinxperlo;;56620227160409
1;2020-12-23;25023;Dongemond;;67303913097117
1;2020-12-23;7022;Etten;;109033983701524
1;2020-12-23;7023;Haarlo;;195418952364741
1;2020-12-23;4022;Holten;;127612539541274
1;2020-12-23;24001;Hulst;;63599449514561
1;2020-12-23;14003;Leidsche Rijn;;37971184274316
1;2020-12-23;7015;Lichtenvoorde;;45362989939424
1;2020-12-22;10038;Lopik;;97691794308387
1;2020-12-22;9030;Maasbommel;;45035257158519
1;2020-12-23;1032;Marum;;43049693626017
1;2020-12-23;18007;Mastgat;;24899166033687
1;2020-12-22;9042;Millingen Aan De Rijn;;3463419861905
1;2020-12-22;13047;Nieuwe Wetering;;53805316278130
1;2020-12-23;7020;Nieuwgraaf;;51891225555309
1;2020-12-22;13038;Nieuwveen;;54849341162194
1;2020-12-22;25017;Nieuwveer;;97149343653698
1;2020-12-22;25016;Nieuw-Vossemeer;;160135215365875
1;2020-12-23;9024;Nijmegen;;109389743557618
1;2020-12-23;7021;Olburgen;;130221363478159
1;2020-12-23;22012;Oostburg;;86302882703968
1;2020-12-23;25008;Ossendrecht;;18543172982644
1;2020-12-22;10032;Oudewater;;81537537013610
1;2020-12-22;9020;Overasselt;;56413308227711
1;2020-12-23;22008;Retranchement;;29605334905179
1;2020-12-22;10035;Rhenen;;128957017249192
1;2020-12-23;7014;Ruurlo;;90585348543694
1;2020-12-22;13012;Haarlem Schalkwijk;;128074769596305
1;2020-12-23;3028;Sleen;;67895308083952
1;2020-12-23;23002;Terneuzen;;105493667225744
1;2020-12-23;8025;Terwolde;;16097325737881
1;2020-12-23;4027;Tollebeek;;75115583826281
1;2020-12-23;3023;Tweede Exloermond;;76479020110281
1;2020-12-22;10009;Utrecht;;52519781577504
1;2020-12-22;9015;Valburg;;38807328932153
1;2020-12-23;7017;Varsseveld;;66198981605708
1;2020-12-23;30017;Venlo;;129167462499511
1;2020-12-23;30020;Venray;;35903320817763
1;2020-12-23;20009;Waarde;;86078872406870
1;2020-12-23;21001;Walcheren;;17530135831273
1;2020-12-23;7006;Wehl;;37732767599804
1;2020-12-23;18006;Westerschouwen;;16096658675907
1;2020-12-22;10029;Wijk Bij Duurstede;;29022188325817
1;2020-12-23;20011;Willem Annapolder;;16005103658205
1;2020-12-22;25029;Willemstad;;7182209519113
1;2020-12-23;7016;Winterswijk;;68880794580144
1;2020-12-23;6006;Zeewolde;;108151925326332
1;2020-12-22;9032;Zetten;;47950101783164
1;2020-12-23;7019;Zutphen;;92494926413542
1;2020-12-23;13044;Zwaanshoek;;42764931026093
1;2020-12-23;13005;Zwanenburg;;33653803837446
1;2020-12-22;5018;Ootmarsum;;114333970764343
1;2020-12-22;5005;Tubbergen;;58132704355262
1;2020-12-21;10010;Soest;;75909702389796
1;2020-12-27;28003;Aarle-Rixtel;;18479759436874
1;2020-12-24;11014;Amsterdam West;;6929643873209
1;2020-12-27;11014;Amsterdam West;;49504889597631
1;2020-12-27;11008;Blaricum;;11991650901073
1;2020-12-27;17074;Den Bommel;;32482083256107
1;2020-12-27;27008;'S Hertogenbosch;;25843895964908
1;2020-12-27;28005;Dinther;;42551546080148
1;2020-12-26;6003;Dronten;;33453549915310
1;2020-12-27;3031;Gieten;;65714369132266
1;2020-12-27;9037;Gorinchem;;57271346921993
1;2020-12-27;17062;Heenvliet;;6520276456800
1;2020-12-27;4030;Hessenpoort;;99952669120153
1;2020-12-27;11013;Horstermeer;;32278253262048
1;2020-12-27;11012;Huizen;;23591800428393
1;2020-12-26;6004;Lelystad;;30530232521880
1;2020-12-27;17075;Ooltgensplaat;;19446125515332
1;2020-12-27;17040;Oostvoorne;;8733050739040
1;2020-12-27;17057;Rozenburg;;7020397779555
1;2020-12-25;17076;Schelluinen;;48485226804503
1;2020-12-25;26005;Sleeuwijk;;14354036147720
1;2020-12-26;4027;Tollebeek;;42592979418618
1;2020-12-27;3023;Tweede Exloermond;;16906213371917
1;2020-12-27;11010;Weesp;;65826132662849
1;2020-12-24;31005;Westpoort;;14168211008107
1;2020-12-27;31005;Westpoort;;16019937815557
1;2020-12-25;14002;Woerden;;31521622451608
1;2020-12-26;6006;Zeewolde;;24734317124805
1;2020-12-26;17078;Zwijndrecht;;44364175994988
1;2020-12-22;3031;Gieten;;12397463644061
1;2020-12-21;17005;Stolwijk;;90622658048066
1;2020-12-23;15005;Houtrust;;51232873418304
1;2020-12-27;17016;Alblasserdam;;57697344253161
1;2020-12-27;13049;Alphen Kerk En Zanen;;49137329175031
1;2020-12-27;13035;Alphen Noord;;41631805750594
1;2020-12-27;10027;Amersfoort;;68851439684626
1;2020-12-26;8022;Apeldoorn;;28125270048025
1;2020-12-27;3010;Assen;;27018390447586
1;2020-12-27;28002;Asten;;42596386064682
1;2020-12-27;17079;Barendrecht;;89795976763322
1;2020-12-27;25021;Bath;;50227973475409
1;2020-12-27;1046;Bellingwolde;;29707255373912
1;2020-12-27;8019;Bennekom;;33433520805444
1;2020-12-27;13042;Bodegraven;;45640264156958
1;2020-12-27;10031;Breukelen;;114345667933260
1;2020-12-26;8023;Brummen;;25351409111014
1;2020-12-27;10025;Bunnik;;15824478273780
1;2020-12-27;10012;De Meern;;56393309794386
1;2020-12-27;1044;Delfzijl;;87854413698421
1;2020-12-27;10008;Driebergen;;40469126974405
1;2020-12-27;9034;Eck En Wiel;;27963678103117
1;2020-12-27;8021;Ede;;206885406130664
1;2020-12-27;3030;Eelde;;19325322494524
1;2020-12-27;8009;Elburg;;138855252311306
1;2020-12-26;8017;Epe;;3517844847973
1;2020-12-27;1034;Feerwerd;;8573940362625
1;2020-12-27;33001;Foxhol;;39684935395453
1;2020-12-27;1031;Gaarkeuken;;30867686950718
1;2020-12-27;1033;Garmerwolde;;23437165131603
1;2020-12-25;13039;Gouda;;46037657959613
1;2020-12-27;17065;Groot-Ammers;;93313230424358
1;2020-12-27;9040;Haaften;;54771666590944
1;2020-12-26;8011;Harderwijk;;25609634456776
1;2020-12-27;17026;Hardinxveld-Giessendam;;44312823001743
1;2020-12-26;8026;Hattem;;14302779321126
1;2020-12-26;8016;Heerde;;23921364050523
1;2020-12-27;11004;Hilversum;;39396892153752
1;2020-12-27;17070;Hoogvliet;;26263246156492
1;2020-12-25;13041;Katwijk;;94105996590307
1;2020-12-27;16009;Kortenoord;;35061423655566
1;2020-12-27;16010;Kralingseveer;;83684440536461
1;2020-12-27;25027;Lage Zwaluwe;;35313147923392
1;2020-12-27;29003;Land Van Cuijk;;49573341435423
1;2020-12-27;1029;Leek;;33425200508277
1;2020-12-25;13046;Leiden Noord;;15914074774102
1;2020-12-27;1032;Marum;;12424848773493
1;2020-12-27;25016;Nieuw-Vossemeer;;1794136715885
1;2020-12-27;8005;Nijkerk;;70333087609058
1;2020-12-27;29002;Oijen;;40435468334686
1;2020-12-27;1028;Onderdendam;;41521092997273
1;2020-12-27;25008;Ossendrecht;;26187576358883
1;2020-12-27;1027;Oude Pekela;;46448769896749
1;2020-12-27;17013;Papendrecht;;69799733674625
1;2020-12-27;25012;Putte;;21979779506501
1;2020-12-27;13048;Waddinxveen-Randenburg;;83962005192779
1;2020-12-27;8024;Renkum;;21013702226413
1;2020-12-26;17011;Ridderkerk;;22303116917863
1;2020-12-27;1039;Scheemda;;7506956617016
1;2020-12-27;1038;Scheve Klap;;47462064852000
1;2020-12-27;17052;Sliedrecht;;75126682049134
1;2020-12-27;1008;Stadskanaal;;1715889770704
1;2020-12-27;1010;Ter Apel;;59312441890238
1;2020-12-27;23002;Terneuzen;;45690732977753
1;2020-12-26;8025;Terwolde;;9798363500986
1;2020-12-27;1011;Uithuizermeeden;;37780205422939
1;2020-12-27;10009;Utrecht;;35883960340478
1;2020-12-27;1045;Veendam;;21269117612238
1;2020-12-27;10021;Veenendaal;;45257508618789
1;2020-12-27;17029;Vianen;;25019928495631
1;2020-12-27;28006;Vinkel;;15916559354117
1;2020-12-27;4017;Vollenhove;;9560513878481
1;2020-12-27;1040;Vriescheloo;;30853947884448
1;2020-12-27;21001;Walcheren;;22160379468378
1;2020-12-27;1041;Wehe Den Hoorn;;34517788588746
1;2020-12-27;10029;Wijk Bij Duurstede;;26240101423840
1;2020-12-27;25029;Willemstad;;37111171342391
1;2020-12-27;1030;Winsum;;12331768322818
1;2020-12-27;30007;Bosscherveld;;14794838817031
1;2020-12-27;22013;Breskens;;25687365683631
1;2020-12-27;20010;Camperlandpolder;;17348160791198
1;2020-12-27;4025;Dalfsen;;15680277496445
1;2020-12-27;18009;De Verseput;;8921485158512
1;2020-12-27;30025;Gennep;;190833442843249
1;2020-12-27;30016;Heugem;;7192641755285
1;2020-12-27;30015;Hoensbroek;;14886048279541
